strategy,rsi_period,sma_period,rsi_buy,rsi_sell,capital_final,total_return,sharpe_ratio,max_drawdown,timestamp
rsi_sma,21,10,40,65,10172.31,1.72,0.67,-0.22,2025-06-24T10:19:29.835140
rsi_sma,21,10,40,70,10166.22,1.66,0.65,-0.08,2025-06-24T10:19:29.897883
rsi_sma,21,10,35,60,9582.41,-4.18,-0.7,-4.18,2025-06-24T10:19:29.960542
rsi_sma,21,10,35,65,9998.49,-0.02,-0.04,-0.22,2025-06-24T10:19:30.023879
rsi_sma,21,10,35,70,9992.5,-0.08,-0.71,-0.08,2025-06-24T10:19:30.086826
rsi_sma,21,10,30,60,9680.44,-3.2,-0.69,-3.34,2025-06-24T10:19:30.149781
rsi_sma,21,10,30,65,10250.14,2.5,0.72,-0.08,2025-06-24T10:19:30.212774
rsi_sma,21,10,30,70,9992.5,-0.08,-0.71,-0.08,2025-06-24T10:19:30.275906
rsi_sma,21,15,40,60,9712.9,-2.87,-0.59,-3.49,2025-06-24T10:19:30.338787
rsi_sma,21,15,40,65,10031.53,0.32,0.47,-0.08,2025-06-24T10:19:30.404621
rsi_sma,21,15,40,70,10031.53,0.32,0.47,-0.08,2025-06-24T10:19:30.467517
rsi_sma,21,15,35,60,9688.19,-3.12,-0.64,-3.49,2025-06-24T10:19:30.530131
rsi_sma,21,15,35,65,9992.5,-0.08,-0.71,-0.08,2025-06-24T10:19:30.592875
rsi_sma,21,15,35,70,9992.5,-0.08,-0.71,-0.08,2025-06-24T10:19:30.655553
rsi_sma,21,15,30,60,9666.2,-3.34,-0.69,-3.49,2025-06-24T10:19:30.718210
rsi_sma,21,15,30,65,9992.5,-0.08,-0.71,-0.08,2025-06-24T10:19:30.781353
rsi_sma,21,15,30,70,9992.5,-0.08,-0.71,-0.08,2025-06-24T10:19:30.844392
rsi_sma,21,20,40,60,9713.67,-2.86,-0.44,-4.3,2025-06-24T10:19:30.907037
rsi_sma,21,20,40,65,9992.5,-0.08,-0.71,-0.08,2025-06-24T10:19:30.969579
rsi_sma,21,20,40,70,9992.5,-0.08,-0.71,-0.08,2025-06-24T10:19:31.032464
rsi_sma,21,20,35,60,9570.35,-4.3,-0.72,-4.3,2025-06-24T10:19:31.095389
rsi_sma,21,20,35,65,9992.5,-0.08,-0.71,-0.08,2025-06-24T10:19:31.158118
rsi_sma,21,20,35,70,9992.5,-0.08,-0.71,-0.08,2025-06-24T10:19:31.221160
rsi_sma,21,20,30,60,9570.35,-4.3,-0.72,-4.3,2025-06-24T10:19:31.284334
rsi_sma,21,20,30,65,9992.5,-0.08,-0.71,-0.08,2025-06-24T10:19:31.347173
rsi_sma,21,20,30,70,9992.5,-0.08,-0.71,-0.08,2025-06-24T10:19:31.412857
rsi_sma,21,30,40,60,9692.87,-3.07,-0.73,-3.07,2025-06-24T10:19:31.475599
rsi_sma,21,30,40,65,9992.5,-0.08,-0.71,-0.08,2025-06-24T10:19:31.538261
rsi_sma,21,30,40,70,9992.5,-0.08,-0.71,-0.08,2025-06-24T10:19:31.600814
rsi_sma,21,30,35,60,10000.0,0.0,0.0,0.0,2025-06-24T10:19:31.663491
rsi_sma,21,30,35,65,10000.0,0.0,0.0,0.0,2025-06-24T10:19:31.726380
rsi_sma,21,30,35,70,10000.0,0.0,0.0,0.0,2025-06-24T10:19:31.788989
rsi_sma,21,30,30,60,10000.0,0.0,0.0,0.0,2025-06-24T10:19:31.851952
rsi_sma,21,30,30,65,10000.0,0.0,0.0,0.0,2025-06-24T10:19:31.914481
rsi_sma,21,30,30,70,10000.0,0.0,0.0,0.0,2025-06-24T10:19:31.976837
